step,split,loss
2868,train,1.021369
2869,train,0.995517
2870,train,1.008779
2871,train,1.003611
2872,train,1.016169
2873,train,0.991883
2874,train,1.014287
2875,train,0.992025
2876,train,0.987190
2877,train,1.005357
2878,train,1.006521
2879,train,1.004459
2880,train,0.997703
2881,train,1.021298
2882,train,1.005065
2883,train,1.014345
2884,train,1.011908
2885,train,0.980798
2886,train,1.020543
2887,train,0.985560
2888,train,1.020286
2889,train,1.003141
2890,train,1.010822
2891,train,0.969727
2892,train,1.004717
2893,train,1.000398
2894,train,1.013702
2895,train,1.036311
2896,train,1.014620
2897,train,0.993969
2898,train,1.011458
2899,train,0.993826
2900,train,0.984534
2900,val,1.002695
2901,train,0.996336
2902,train,0.957881
2903,train,1.003144
2904,train,0.986985
2905,train,1.007622
2906,train,1.005993
2907,train,1.003083
2908,train,0.997219
2909,train,0.996552
2910,train,1.023411
2911,train,0.988253
2912,train,0.998360
2913,train,1.013406
2914,train,1.008645
2915,train,1.014969
2916,train,1.003726
2917,train,1.005764
2918,train,0.990589
2919,train,0.992272
2920,train,0.996192
2921,train,0.995744
2922,train,1.014844
2923,train,1.005549
2924,train,0.982077
2925,train,0.998567
2926,train,1.022749
2927,train,1.014679
2928,train,1.016925
2929,train,0.992609
2930,train,0.999191
2931,train,1.008399
2932,train,0.985833
2933,train,1.006387
2934,train,1.024915
2935,train,0.986284
2936,train,1.016362
2937,train,1.018222
2938,train,1.021313
2939,train,1.007452
2940,train,1.011839
2941,train,1.011129
2942,train,0.971456
2943,train,1.003638
2944,train,1.011238
2945,train,0.987075
2946,train,1.014416
2947,train,1.004028
2948,train,0.992435
2949,train,0.990611
2950,train,1.003509
2951,train,0.988808
2952,train,0.996152
2953,train,1.003331
2954,train,0.994998
2955,train,0.989527
2956,train,0.996693
2957,train,0.981018
2958,train,0.992485
2959,train,1.000740
2960,train,1.015622
2961,train,1.015079
2962,train,1.011171
2963,train,1.026924
2964,train,0.985234
2965,train,0.997032
2966,train,0.985055
2967,train,1.013868
2968,train,0.976943
2969,train,0.984353
2970,train,1.014113
2971,train,0.983935
2972,train,1.014748
2973,train,1.003144
2974,train,0.983238
2975,train,1.000977
2976,train,1.002989
2977,train,1.003072
2978,train,1.005102
2979,train,1.025919
2980,train,0.996553
2981,train,0.995918
2982,train,0.997659
2983,train,1.003166
2984,train,1.001416
2985,train,1.012490
2986,train,1.015231
2987,train,1.023783
2988,train,1.009778
2989,train,0.996408
2990,train,0.994238
2991,train,1.008283
2992,train,0.997815
2993,train,0.993388
2994,train,0.994936
2995,train,0.996375
2996,train,0.997448
2997,train,0.985444
2998,train,1.029681
2999,train,0.990727
3000,train,0.978089
3000,val,0.999214
3001,train,0.999811
3002,train,0.996661
3003,train,0.988054
3004,train,0.986498
3005,train,1.000404
3006,train,1.008732
3007,train,1.021205
3008,train,0.976564
3009,train,1.008541
3010,train,1.017365
3011,train,1.001482
3012,train,1.029859
3013,train,0.996571
3014,train,1.003614
3015,train,1.000035
3016,train,0.984301
3017,train,1.003097
3018,train,0.991446
3019,train,0.997930
3020,train,1.025958
3021,train,1.000295
3022,train,0.969675
3023,train,1.011305
3024,train,1.003810
3025,train,0.979948
3026,train,0.996856
3027,train,0.998794
3028,train,0.991461
3029,train,1.006123
3030,train,0.997556
3031,train,1.012533
3032,train,1.010167
3033,train,1.003266
3034,train,0.979927
3035,train,0.983750
3036,train,1.026880
3037,train,0.982725
3038,train,1.007127
3039,train,1.000448
3040,train,1.009224
3041,train,0.993398
3042,train,1.001357
3043,train,0.977418
3044,train,1.014644
3045,train,1.004099
3046,train,1.007184
3047,train,0.980907
3048,train,1.008044
3049,train,1.008859
3050,train,1.000235
3051,train,1.009240
3052,train,0.995131
3053,train,1.008928
3054,train,1.007922
3055,train,1.032741
3056,train,0.986110
3057,train,0.983707
3058,train,1.004684
3059,train,0.990125
3060,train,1.003904
3061,train,0.979975
3062,train,0.999555
3063,train,0.988067
3064,train,1.011874
3065,train,1.005963
3066,train,0.995598
3067,train,0.993458
3068,train,0.989140
3069,train,0.986102
3070,train,1.008011
3071,train,0.994580
3072,train,0.984098
3073,train,0.991736
3074,train,0.996874
3075,train,0.992028
3076,train,0.981644
3077,train,0.987325
3078,train,0.986021
3079,train,1.007743
3080,train,0.988209
3081,train,0.984945
3082,train,1.010260
3083,train,0.970436
3084,train,1.024219
3085,train,0.987646
3086,train,0.994140
3087,train,0.981527
3088,train,0.973413
3089,train,0.961818
3090,train,0.972358
3091,train,0.984188
3092,train,1.001594
3093,train,0.973236
3094,train,0.991618
3095,train,0.991286
3096,train,1.007509
3097,train,1.022002
3098,train,0.968197
3099,train,1.003943
3100,train,0.993460
3100,val,0.998982
3101,train,1.010784
3102,train,1.007489
3103,train,1.005406
3104,train,0.990020
3105,train,0.993932
3106,train,1.004412
3107,train,1.001791
3108,train,1.003743
3109,train,1.009096
3110,train,1.004735
3111,train,0.987348
3112,train,0.987076
3113,train,0.984388
3114,train,1.012160
3115,train,1.021012
3116,train,0.998063
3117,train,1.001746
3118,train,1.008937
3119,train,0.970084
3120,train,1.025729
3121,train,0.992861
3122,train,1.006993
3123,train,0.995709
3124,train,0.978391
3125,train,0.982975
3126,train,0.986942
3127,train,0.994110
3128,train,0.977582
3129,train,0.993713
3130,train,1.022266
3131,train,0.995358
3132,train,1.000008
3133,train,0.985515
3134,train,1.013575
3135,train,0.992203
3136,train,1.000840
3137,train,1.007312
3138,train,1.033184
3139,train,1.009136
3140,train,1.006181
3141,train,0.996138
3142,train,0.997010
3143,train,1.004847
3144,train,1.003595
3145,train,0.981458
3146,train,1.014716
3147,train,0.995027
3148,train,0.983710
3149,train,0.993630
3150,train,0.977682
3151,train,0.997119
3152,train,0.991706
3153,train,0.963807
3154,train,0.995726
3155,train,0.983915
3156,train,0.976197
3157,train,0.975566
3158,train,0.976827
3159,train,1.002799
3160,train,1.003703
3161,train,0.995963
3162,train,0.996964
3163,train,0.989703
3164,train,0.989559
3165,train,1.013182
3166,train,0.996231
3167,train,1.005028
3168,train,0.988066
3169,train,0.995925
3170,train,1.002501
3171,train,0.988880
3172,train,1.011188
3173,train,0.998153
3174,train,1.021423
3175,train,0.994494
3176,train,0.998608
3177,train,0.997574
3178,train,0.981351
3179,train,1.006189
3180,train,1.014819
3181,train,1.012987
3182,train,0.981499
3183,train,0.994310
3184,train,0.996319
3185,train,0.987966
3186,train,0.975475
3187,train,0.983110
3188,train,0.987557
3189,train,0.995591
3190,train,0.991309
3191,train,0.995543
3192,train,1.013695
3193,train,1.005771
3194,train,0.984093
3195,train,1.014180
3196,train,0.975760
3197,train,0.983112
3198,train,0.986029
3199,train,0.983637
3200,train,0.985216
3200,val,0.997756
3201,train,0.985444
3202,train,1.014000
3203,train,0.979803
3204,train,1.003056
3205,train,1.006489
3206,train,1.001257
3207,train,0.996066
3208,train,1.007603
3209,train,1.000845
3210,train,1.017648
3211,train,1.003774
3212,train,0.995397
3213,train,1.008679
3214,train,0.985317
3215,train,0.990775
3216,train,1.012505
3217,train,0.990410
3218,train,0.982803
3219,train,0.979007
3220,train,1.013047
3221,train,1.013490
3222,train,0.993710
3223,train,0.995671
3224,train,0.970546
3225,train,0.995380
3226,train,0.967557
3227,train,1.022243
3228,train,0.993462
3229,train,1.000572
3230,train,0.997692
3231,train,1.001901
3232,train,0.994074
3233,train,1.003140
3234,train,1.004493
3235,train,0.992238
3236,train,1.049044
3237,train,0.996173
3238,train,1.002278
3239,train,0.963505
3240,train,0.978759
3241,train,0.977409
3242,train,0.990059
3243,train,0.993854
3244,train,0.967855
3245,train,1.042323
3246,train,0.975093
3247,train,0.988209
3248,train,0.973360
3249,train,1.000897
3250,train,1.005086
3251,train,1.010347
3252,train,0.986889
3253,train,0.997982
3254,train,0.977976
3255,train,0.992111
3256,train,0.978961
3257,train,0.982640
3258,train,1.015030
3259,train,1.005587
3260,train,1.007666
3261,train,1.008362
3262,train,0.999045
3263,train,0.989441
3264,train,1.007839
3265,train,0.994676
3266,train,1.000447
3267,train,0.991167
3268,train,0.985326
3269,train,1.005849
3270,train,0.993928
3271,train,1.009833
3272,train,1.000061
3273,train,0.999329
3274,train,0.980644
3275,train,0.999254
3276,train,0.988424
3277,train,0.996600
3278,train,1.020387
3279,train,1.004321
3280,train,1.009315
3281,train,0.990895
3282,train,0.987357
3283,train,1.006908
3284,train,0.962182
3285,train,1.003325
3286,train,0.995120
3287,train,0.981199
3288,train,0.996684
3289,train,0.983171
3290,train,0.988500
3291,train,0.991898
3292,train,0.994643
3293,train,1.000811
3294,train,0.992598
3295,train,0.967127
3296,train,0.999153
3297,train,0.960580
3298,train,1.000046
3299,train,1.014836
3300,train,0.998229
3300,val,0.996322
3301,train,0.976454
3302,train,1.015960
3303,train,0.995406
3304,train,0.996971
3305,train,0.992270
3306,train,1.011756
3307,train,0.988860
3308,train,1.016292
3309,train,1.007080
3310,train,0.975726
3311,train,0.985265
3312,train,0.972518
3313,train,0.998720
3314,train,0.989017
3315,train,0.997428
3316,train,0.999924
3317,train,0.999588
3318,train,0.996690
3319,train,1.008008
3320,train,1.006871
3321,train,0.988040
3322,train,0.983972
3323,train,1.002244
3324,train,0.977797
3325,train,0.993621
3326,train,0.988950
3327,train,1.017348
3328,train,0.969520
3329,train,1.005396
3330,train,0.950545
3331,train,0.995889
3332,train,1.009369
3333,train,0.992486
3334,train,0.982222
3335,train,1.015930
3336,train,1.014702
3337,train,1.006282
3338,train,0.995812
3339,train,1.009396
3340,train,1.008636
3341,train,0.993694
3342,train,1.000080
3343,train,0.986100
3344,train,0.974453
3345,train,1.000111
3346,train,0.990279
3347,train,1.011100
3348,train,0.992248
3349,train,0.980371
3350,train,0.999316
3351,train,1.011460
3352,train,1.005221
3353,train,1.006440
3354,train,0.989033
3355,train,0.988657
3356,train,1.020893
3357,train,0.991887
3358,train,1.017052
3359,train,0.963858
3360,train,0.997864
3361,train,0.973347
3362,train,1.002544
3363,train,0.993439
3364,train,0.990889
3365,train,0.992653
3366,train,0.967516
3367,train,0.997235
3368,train,0.999117
3369,train,1.013716
3370,train,1.001844
3371,train,0.975087
3372,train,1.000010
3373,train,0.976366
3374,train,0.984197
3375,train,0.993627
3376,train,0.995594
3377,train,1.004989
3378,train,0.989178
3379,train,0.999744
3380,train,1.007384
3381,train,1.018227
3382,train,1.000231
3383,train,0.981689
3384,train,1.001370
3385,train,1.001929
3386,train,0.997880
3387,train,0.979873
3388,train,0.976470
3389,train,1.012770
3390,train,0.999019
3391,train,1.019097
3392,train,0.983444
3393,train,0.995878
3394,train,0.978570
3395,train,1.014664
3396,train,0.988145
3397,train,1.004673
3398,train,0.997070
3399,train,1.005219
3400,train,0.963539
3400,val,0.992835
3401,train,1.007364
3402,train,0.961512
3403,train,1.001578
3404,train,0.977218
3405,train,0.989434
3406,train,0.984899
3407,train,0.977121
3408,train,0.982222
3409,train,1.008081
3410,train,0.993508
3411,train,0.992966
3412,train,1.013259
3413,train,0.969134
3414,train,0.991373
3415,train,0.995116
3416,train,0.980792
3417,train,0.991377
3418,train,0.998469
3419,train,0.994959
3420,train,1.009747
3421,train,0.991290
3422,train,0.988476
3423,train,0.998864
3424,train,0.979175
3425,train,0.997917
3426,train,1.009428
3427,train,1.003682
3428,train,1.003325
3429,train,0.984503
3430,train,0.998434
3431,train,0.985004
3432,train,1.006337
3433,train,0.993628
3434,train,0.988539
3435,train,0.990055
3436,train,1.017207
3437,train,1.011054
3438,train,1.009098
3439,train,0.976547
3440,train,1.021624
3441,train,1.004113
3442,train,0.994674
3443,train,0.995683
3444,train,0.978348
3445,train,1.011042
3446,train,1.011229
3447,train,1.010342
3448,train,1.005414
3449,train,0.980605
3450,train,0.985512
3451,train,1.026607
3452,train,0.982769
3453,train,1.018013
3454,train,0.976969
3455,train,1.018557
3456,train,0.971918
3457,train,1.006261
3458,train,0.997821
3459,train,0.972107
3460,train,0.979579
3461,train,1.006802
3462,train,0.988097
3463,train,0.976562
3464,train,1.003895
3465,train,0.976725
3466,train,0.981591
3467,train,0.993066
3468,train,0.989116
3469,train,0.978672
3470,train,1.001644
3471,train,0.981721
3472,train,1.019228
3473,train,1.023071
3474,train,0.997753
3475,train,0.977160
3476,train,0.973439
3477,train,0.973013
3478,train,0.973833
3479,train,1.000653
3480,train,1.003121
3481,train,1.011856
3482,train,0.969158
3483,train,0.998766
3484,train,0.994996
3485,train,1.004346
3486,train,0.959704
3487,train,1.012103
3488,train,1.038001
3489,train,0.988123
3490,train,0.995442
3491,train,0.973804
3492,train,1.002108
3493,train,0.994114
3494,train,1.017572
3495,train,1.015545
3496,train,1.000235
3497,train,1.010038
3498,train,1.010110
3499,train,0.976264
3500,train,0.981390
3500,val,0.992430
3501,train,0.996737
3502,train,1.004007
3503,train,0.991823
3504,train,0.986289
3505,train,0.984443
3506,train,0.980261
3507,train,0.983203
3508,train,1.002475
3509,train,0.983225
3510,train,1.012482
3511,train,0.979878
3512,train,0.989360
3513,train,0.989601
3514,train,0.996615
3515,train,0.986394
3516,train,0.979692
3517,train,1.004002
3518,train,0.985463
3519,train,0.982647
3520,train,0.987456
3521,train,0.985395
3522,train,0.992971
3523,train,0.984789
3524,train,0.997624
3525,train,0.969554
3526,train,0.986047
3527,train,0.981511
3528,train,1.014561
3529,train,0.997669
3530,train,1.010875
3531,train,1.006202
3532,train,1.009317
3533,train,0.976164
3534,train,0.978904
3535,train,1.031044
3536,train,0.997024
3537,train,1.000052
3538,train,0.997802
3539,train,0.975233
3540,train,0.994053
3541,train,0.987711
3542,train,0.973834
3543,train,0.982530
3544,train,0.988073
3545,train,0.986180
3546,train,0.986513
3547,train,1.003744
3548,train,1.005111
3549,train,0.989901
3550,train,0.985192
3551,train,0.992622
3552,train,1.006669
3553,train,0.973311
3554,train,0.987010
3555,train,1.000802
3556,train,1.006309
3557,train,0.996376
3558,train,0.978974
3559,train,0.976887
3560,train,1.004340
3561,train,0.993953
3562,train,0.981595
3563,train,0.979034
3564,train,1.004117
3565,train,1.001945
3566,train,0.982066
3567,train,0.992317
3568,train,0.970024
3569,train,0.976721
3570,train,0.989909
3571,train,0.996817
3572,train,0.983239
3573,train,0.982898
3574,train,0.987354
3575,train,0.996567
3576,train,0.999583
3577,train,1.016897
3578,train,1.004270
3579,train,0.983069
3580,train,0.993532
3581,train,1.008615
3582,train,0.982950
3583,train,1.004333
3584,train,0.988525
3585,train,0.985034
3586,train,0.986747
3587,train,0.998964
3588,train,0.994511
3589,train,0.994002
3590,train,1.018425
3591,train,0.983954
3592,train,0.985170
3593,train,0.985375
3594,train,1.003042
3595,train,0.980448
3596,train,1.011990
3597,train,0.969048
3598,train,1.004620
3599,train,0.989574
3600,train,1.011869
3600,val,0.988630
3601,train,0.982984
3602,train,1.010719
3603,train,0.994997
3604,train,0.997027
3605,train,0.984439
3606,train,1.004328
3607,train,0.992096
3608,train,0.997906
3609,train,0.981394
3610,train,0.981472
3611,train,0.979805
3612,train,0.980484
3613,train,1.001873
3614,train,0.978753
3615,train,0.996444
3616,train,0.992273
3617,train,0.981613
3618,train,1.007601
3619,train,1.012602
3620,train,0.999589
3621,train,1.007173
3622,train,0.981658
3623,train,0.988614
3624,train,0.985958
3625,train,1.001542
3626,train,0.988350
3627,train,0.995570
3628,train,0.984437
3629,train,0.999901
3630,train,0.998307
3631,train,1.006730
3632,train,0.968946
3633,train,1.008009
3634,train,0.997730
3635,train,1.015876
3636,train,0.995306
3637,train,0.980561
3638,train,0.978301
3639,train,0.985392
3640,train,0.970407
3641,train,0.969794
3642,train,0.973113
3643,train,1.015173
3644,train,0.972786
3645,train,1.002710
3646,train,1.010305
3647,train,0.968768
3648,train,0.993473
3649,train,0.992896
3650,train,0.992882
3651,train,0.987221
3652,train,0.995315
3653,train,0.989914
3654,train,0.979520
3655,train,1.002675
3656,train,0.994272
3657,train,1.020258
3658,train,0.977231
3659,train,0.986885
3660,train,0.987911
3661,train,0.986252
3662,train,0.974191
3663,train,0.975360
3664,train,0.965397
3665,train,0.982710
3666,train,0.985652
3667,train,1.006227
3668,train,0.985555
3669,train,0.999959
3670,train,1.001218
3671,train,1.009260
3672,train,0.970812
3673,train,1.022301
3674,train,0.995162
3675,train,0.989432
3676,train,1.012456
3677,train,0.994287
3678,train,0.984306
3679,train,0.965740
3680,train,0.999655
3681,train,0.987260
3682,train,0.993567
3683,train,1.015810
3684,train,1.003757
3685,train,0.976252
3686,train,0.976841
3687,train,0.984441
3688,train,0.985283
3689,train,0.986308
3690,train,0.995248
3691,train,0.984722
3692,train,0.993003
3693,train,0.987849
3694,train,0.990684
3695,train,0.978532
3696,train,1.011641
3697,train,0.981484
3698,train,1.005743
3699,train,0.986088
3700,train,1.023093
3700,val,0.989859
3701,train,0.996907
3702,train,1.003661
3703,train,1.004466
3704,train,0.982147
3705,train,1.000053
3706,train,0.976801
3707,train,0.992736
3708,train,0.990950
3709,train,0.996373
3710,train,1.009171
3711,train,1.004051
3712,train,1.001821
3713,train,0.968641
3714,train,0.994468
3715,train,0.993434
3716,train,0.986465
3717,train,0.999524
3718,train,0.991831
3719,train,0.989618
3720,train,1.018302
3721,train,0.994854
3722,train,1.004677
3723,train,0.982243
3724,train,1.003704
3725,train,1.003317
3726,train,0.964122
3727,train,0.963415
3728,train,1.000312
3729,train,1.018419
3730,train,0.987222
3731,train,1.000519
3732,train,0.993477
3733,train,0.983669
3734,train,0.995874
3735,train,0.963415
3736,train,0.969460
3737,train,0.995753
3738,train,0.973098
3739,train,1.002526
3740,train,0.968952
3741,train,1.001286
3742,train,0.984325
3743,train,0.999353
3744,train,1.003965
3745,train,1.012731
3746,train,0.976327
3747,train,1.021648
3748,train,0.974965
3749,train,0.997425
3750,train,0.968360
3751,train,0.997650
3752,train,0.995401
3753,train,0.963553
3754,train,0.992267
3755,train,0.989525
3756,train,1.014199
3757,train,0.992462
3758,train,0.977207
3759,train,0.974219
3760,train,1.006511
3761,train,1.013015
3762,train,0.986270
3763,train,0.993464
3764,train,0.986963
3765,train,0.982106
3766,train,0.973085
3767,train,0.998170
3768,train,0.947935
3769,train,0.997100
3770,train,1.000138
3771,train,0.994326
3772,train,0.997118
3773,train,0.987155
3774,train,0.981880
3775,train,0.986122
3776,train,0.969535
3777,train,0.978186
3778,train,0.989859
3779,train,1.004775
3780,train,0.980155
3781,train,0.980848
3782,train,0.972885
3783,train,1.021186
3784,train,0.995033
3785,train,0.968427
3786,train,0.985306
3787,train,0.992575
3788,train,0.989733
3789,train,0.984524
3790,train,1.016181
3791,train,0.990422
3792,train,1.001157
3793,train,0.981697
3794,train,0.976224
3795,train,0.987049
3796,train,0.980698
3797,train,0.982902
3798,train,0.988465
3799,train,1.015693
3800,train,1.015697
3800,val,0.985682
3801,train,0.994967
3802,train,0.972161
3803,train,1.000223
3804,train,0.994247
3805,train,0.988633
3806,train,1.002503
3807,train,0.986798
3808,train,1.013055
3809,train,0.972808
3810,train,0.983219
3811,train,0.976228
3812,train,0.989543
3813,train,1.029489
3814,train,0.992460
3815,train,0.989708
3816,train,0.985296
3817,train,0.981436
3818,train,1.004985
3819,train,0.962889
3820,train,1.000472
3821,train,0.966355
3822,train,0.985090
3823,train,0.980641
3824,train,0.993547
3825,train,1.013876
3826,train,0.996536
3827,train,0.985149
3828,train,0.993986
3829,train,0.979937
3830,train,0.988858
3831,train,1.009467
3832,train,0.986441
3833,train,0.986127
3834,train,0.976272
3835,train,0.986078
3836,train,0.992568
3837,train,1.003708
3838,train,0.991482
3839,train,0.980205
3840,train,0.984854
3841,train,1.010251
3842,train,0.959060
3843,train,0.995976
3844,train,0.996626
3845,train,0.983617
3846,train,1.016443
3847,train,0.979611
3848,train,0.973324
3849,train,1.002124
3850,train,0.989148
3851,train,0.975896
3852,train,0.985141
3853,train,0.985494
3854,train,0.960162
3855,train,0.964826
3856,train,0.992224
3857,train,0.985221
3858,train,0.994383
3859,train,0.977812
3860,train,1.006469
3861,train,0.977973
3862,train,0.983572
3863,train,0.995269
3864,train,0.991601
3865,train,0.995094
3866,train,0.984425
3867,train,0.979170
3868,train,1.012943
3869,train,0.961384
3870,train,0.992933
3871,train,0.988665
3872,train,0.986126
3873,train,0.990300
3874,train,0.986631
3875,train,0.983657
3876,train,0.999061
3877,train,0.965508
3878,train,0.979902
3879,train,0.967969
3880,train,1.004264
3881,train,1.006312
3882,train,0.971370
3883,train,0.999798
3884,train,0.977036
3885,train,0.989891
3886,train,0.981631
3887,train,0.988229
3888,train,0.991805
3889,train,0.986853
3890,train,0.978970
3891,train,0.988320
3892,train,1.004647
3893,train,0.973275
3894,train,1.013752
3895,train,0.984874
3896,train,0.995782
3897,train,0.977560
3898,train,0.981863
3899,train,0.986919
3900,train,0.996075
3900,val,0.984768
3901,train,1.006105
3902,train,0.976497
3903,train,0.991259
3904,train,1.017955
3905,train,0.993161
3906,train,0.969608
3907,train,0.990231
3908,train,0.983892
3909,train,0.975535
3910,train,0.981318
3911,train,0.993193
3912,train,1.009926
3913,train,0.989924
3914,train,0.973257
3915,train,1.000684
3916,train,0.983905
3917,train,0.971061
3918,train,0.982462
3919,train,0.966841
3920,train,0.961176
3921,train,0.990405
3922,train,0.993445
3923,train,0.972303
3924,train,0.989456
3925,train,1.001121
3926,train,1.012864
3927,train,0.958565
3928,train,0.993439
3929,train,0.989113
3930,train,0.980130
3931,train,0.968797
3932,train,1.004210
3933,train,0.979407
3934,train,0.986646
3935,train,0.974041
3936,train,0.982458
3937,train,0.979793
3938,train,1.006550
3939,train,1.001378
3940,train,1.004037
3941,train,1.005593
3942,train,0.972908
3943,train,0.976237
3944,train,0.995665
3945,train,0.982048
3946,train,0.982944
3947,train,0.975809
3948,train,1.012170
3949,train,0.957281
3950,train,0.991926
3951,train,0.984061
3952,train,0.999849
3953,train,1.019127
3954,train,0.997567
3955,train,0.988433
3956,train,0.986667
3957,train,1.000904
3958,train,0.979360
3959,train,0.982734
3960,train,0.969887
3961,train,0.986373
3962,train,0.977775
3963,train,0.953097
3964,train,0.968565
3965,train,0.984947
3966,train,0.982042
3967,train,0.975549
3968,train,0.986881
3969,train,0.958363
3970,train,0.972339
3971,train,0.994708
3972,train,1.000857
3973,train,0.978690
3974,train,0.992733
3975,train,0.982456
3976,train,1.009109
3977,train,0.998311
3978,train,1.021663
3979,train,0.996124
3980,train,0.976510
3981,train,0.986558
3982,train,0.994119
3983,train,0.974240
3984,train,0.984373
3985,train,0.983116
3986,train,0.995769
3987,train,1.008223
3988,train,0.993512
3989,train,0.994724
3990,train,0.976673
3991,train,1.001479
3992,train,0.972305
3993,train,0.995517
3994,train,0.992784
3995,train,0.970824
3996,train,0.996106
3997,train,1.004374
3998,train,0.993112
3999,train,0.999745
4000,train,0.978959
4000,val,0.984376
4001,train,0.975212
4002,train,0.989574
4003,train,0.990764
4004,train,1.003269
4005,train,0.982511
4006,train,1.003209
4007,train,0.983210
4008,train,0.991628
4009,train,0.990750
4010,train,0.992307
4011,train,0.988071
4012,train,0.998180
4013,train,0.976524
4014,train,0.966187
4015,train,0.976459
4016,train,0.988741
4017,train,0.995407
4018,train,0.985778
4019,train,0.976815
4020,train,0.979588
4021,train,0.995020
4022,train,0.989743
4023,train,1.005330
4024,train,0.995331
4025,train,1.002656
4026,train,0.981048
4027,train,0.971566
4028,train,0.971911
4029,train,0.998139
4030,train,0.993745
4031,train,0.989862
4032,train,1.015206
4033,train,0.978603
4034,train,0.997212
4035,train,0.963588
4036,train,0.982143
4037,train,0.971696
4038,train,0.956079
4039,train,0.985866
4040,train,1.009448
4041,train,0.977023
4042,train,0.974372
4043,train,1.024509
4044,train,0.978819
4045,train,0.961201
4046,train,0.992508
4047,train,0.976138
4048,train,0.997968
4049,train,0.962366
4050,train,0.977111
4051,train,0.986256
4052,train,0.980409
4053,train,0.958147
4054,train,0.970144
4055,train,1.014800
4056,train,0.988309
4057,train,0.976733
4058,train,0.983231
4059,train,0.966931
4060,train,0.973312
4061,train,0.984562
4062,train,0.984514
4063,train,0.976392
4064,train,0.989091
4065,train,0.975470
4066,train,0.995518
4067,train,0.997109
4068,train,0.988322
4069,train,0.970293
4070,train,0.986452
4071,train,0.974809
4072,train,0.986943
4073,train,0.977381
4074,train,1.001263
4075,train,1.005443
4076,train,1.010110
4077,train,0.988301
4078,train,0.968345
4079,train,0.981788
4080,train,0.980562
4081,train,0.974310
4082,train,0.969007
4083,train,0.996981
4084,train,1.013128
4085,train,1.011144
4086,train,0.995766
4087,train,0.978165
4088,train,0.985059
4089,train,0.999767
4090,train,0.988249
4091,train,0.978185
4092,train,0.992548
4093,train,0.975521
4094,train,1.002235
4095,train,0.992479
4096,train,0.972899
4097,train,0.971456
4098,train,0.996054
4099,train,0.987524
4100,train,0.972732
4100,val,0.985060
4101,train,0.999651
4102,train,0.998317
4103,train,0.988684
4104,train,0.993257
4105,train,0.963570
4106,train,1.001456
4107,train,0.992421
4108,train,0.965129
4109,train,0.993422
4110,train,0.975418
4111,train,0.984979
4112,train,0.991336
4113,train,1.000405
4114,train,0.970584
4115,train,0.981315
4116,train,0.997450
4117,train,0.999353
4118,train,1.007842
4119,train,0.960971
4120,train,0.989115
4121,train,0.988656
4122,train,0.974204
4123,train,0.977290
4124,train,0.979688
4125,train,0.965545
4126,train,1.020472
4127,train,0.986406
4128,train,0.972901
4129,train,0.981578
4130,train,0.970971
4131,train,0.994279
4132,train,0.978543
4133,train,0.998449
4134,train,0.972862
4135,train,0.970937
4136,train,0.988961
4137,train,0.968142
4138,train,0.973812
4139,train,0.974174
4140,train,0.996387
4141,train,0.971556
4142,train,0.977880
4143,train,0.977824
4144,train,1.000618
4145,train,0.997879
4146,train,0.991522
4147,train,0.968511
4148,train,0.964227
4149,train,0.993533
4150,train,0.977965
4151,train,0.979591
4152,train,0.977798
4153,train,1.016977
4154,train,0.996185
4155,train,1.001011
4156,train,0.969246
4157,train,0.992711
4158,train,0.977659
4159,train,1.007102
4160,train,0.975056
4161,train,0.967241
4162,train,0.979396
4163,train,0.994222
4164,train,0.962672
4165,train,0.996539
4166,train,0.986977
4167,train,0.989668
4168,train,0.986382
4169,train,0.999284
4170,train,0.991922
4171,train,0.976970
4172,train,0.955691
4173,train,0.987748
4174,train,0.997143
4175,train,0.993741
4176,train,0.990487
4177,train,0.977313
4178,train,0.988519
4179,train,0.993045
4180,train,0.966730
4181,train,0.959786
4182,train,0.962773
4183,train,0.989133
4184,train,0.986274
4185,train,1.000451
4186,train,0.988874
4187,train,0.991132
4188,train,0.972681
4189,train,0.982967
4190,train,0.979961
4191,train,0.964839
4192,train,0.977286
4193,train,0.997751
4194,train,0.988704
4195,train,0.996747
4196,train,0.975169
4197,train,0.997553
4198,train,0.973111
4199,train,0.995131
4200,train,0.972332
4200,val,0.982794
4201,train,0.991828
4202,train,0.987525
4203,train,0.995113
4204,train,0.988465
4205,train,0.984661
4206,train,0.984222
4207,train,0.996869
4208,train,1.006835
4209,train,0.976733
4210,train,0.997816
4211,train,0.985833
4212,train,0.990348
4213,train,0.998515
4214,train,0.990948
4215,train,0.989752
4216,train,0.975813
4217,train,0.993819
4218,train,0.980034
4219,train,0.977162
4220,train,0.999451
4221,train,0.994956
4222,train,0.972858
4223,train,0.979802
4224,train,1.002440
4225,train,0.976383
4226,train,0.990238
4227,train,0.986254
4228,train,0.984170
4229,train,0.967327
4230,train,0.993672
4231,train,0.980502
4232,train,0.986790
4233,train,0.982017
4234,train,0.988006
4235,train,0.953400
4236,train,0.994758
4237,train,0.992985
4238,train,1.004703
4239,train,0.975694
4240,train,0.983280
4241,train,0.963855
4242,train,0.976843
4243,train,1.005909
4244,train,0.971665
4245,train,0.993196
4246,train,0.988288
4247,train,0.996039
4248,train,0.988413
4249,train,0.966411
4250,train,0.968052
4251,train,0.992422
4252,train,0.965295
