step,split,loss
1483,train,1.072178
1484,train,1.084969
1485,train,1.068728
1486,train,1.079237
1487,train,1.085981
1488,train,1.049176
1489,train,1.081398
1490,train,1.100772
1491,train,1.069369
1492,train,1.065801
1493,train,1.076550
1494,train,1.096622
1495,train,1.065019
1496,train,1.064882
1497,train,1.053984
1498,train,1.081502
1499,train,1.078967
1500,train,1.077145
1500,val,1.066318
1501,train,1.071955
1502,train,1.061039
1503,train,1.055365
1504,train,1.088066
1505,train,1.066030
1506,train,1.070090
1507,train,1.062822
1508,train,1.089483
1509,train,1.085235
1510,train,1.075200
1511,train,1.063146
1512,train,1.047384
1513,train,1.051630
1514,train,1.060419
1515,train,1.075348
1516,train,1.073792
1517,train,1.103739
1518,train,1.060613
1519,train,1.059456
1520,train,1.041019
1521,train,1.073092
1522,train,1.072844
1523,train,1.077320
1524,train,1.075279
1525,train,1.065202
1526,train,1.099538
1527,train,1.043388
1528,train,1.082620
1529,train,1.080143
1530,train,1.062169
1531,train,1.074366
1532,train,1.060083
1533,train,1.086049
1534,train,1.028478
1535,train,1.069507
1536,train,1.047178
1537,train,1.072485
1538,train,1.055643
1539,train,1.058056
1540,train,1.074758
1541,train,1.071445
1542,train,1.073061
1543,train,1.066840
1544,train,1.090410
1545,train,1.077582
1546,train,1.037452
1547,train,1.083150
1548,train,1.073576
1549,train,1.072628
1550,train,1.060817
1551,train,1.058375
1552,train,1.070007
1553,train,1.067082
1554,train,1.057742
1555,train,1.045891
1556,train,1.057490
1557,train,1.053180
1558,train,1.052717
1559,train,1.064715
1560,train,1.060770
1561,train,1.082863
1562,train,1.061304
1563,train,1.078006
1564,train,1.060778
1565,train,1.065174
1566,train,1.073635
1567,train,1.079781
1568,train,1.054965
1569,train,1.056550
1570,train,1.057446
1571,train,1.070044
1572,train,1.073983
1573,train,1.077013
1574,train,1.085056
1575,train,1.042114
1576,train,1.071327
1577,train,1.081660
1578,train,1.077093
1579,train,1.042574
1580,train,1.064971
1581,train,1.079755
1582,train,1.075395
1583,train,1.053907
1584,train,1.058559
1585,train,1.055663
1586,train,1.070989
1587,train,1.064780
1588,train,1.087099
1589,train,1.068030
1590,train,1.044100
1591,train,1.056394
1592,train,1.045525
1593,train,1.088102
1594,train,1.051566
1595,train,1.071397
1596,train,1.080166
1597,train,1.074765
1598,train,1.080376
1599,train,1.059716
1600,train,1.056245
1600,val,1.056865
1601,train,1.052163
1602,train,1.075058
1603,train,1.086472
1604,train,1.061123
1605,train,1.059277
1606,train,1.046937
1607,train,1.045521
1608,train,1.055637
1609,train,1.058430
1610,train,1.057530
1611,train,1.054144
1612,train,1.050722
1613,train,1.063594
1614,train,1.058567
1615,train,1.079576
1616,train,1.042309
1617,train,1.043016
1618,train,1.076869
1619,train,1.082471
1620,train,1.059347
1621,train,1.050902
1622,train,1.051089
1623,train,1.055506
1624,train,1.071922
1625,train,1.067201
1626,train,1.044602
1627,train,1.055891
1628,train,1.072134
1629,train,1.058187
1630,train,1.055800
1631,train,1.067002
1632,train,1.051972
1633,train,1.063016
1634,train,1.069322
1635,train,1.026811
1636,train,1.047920
1637,train,1.039749
1638,train,1.061382
1639,train,1.051996
1640,train,1.060159
1641,train,1.070733
1642,train,1.016862
1643,train,1.050854
1644,train,1.054228
1645,train,1.065340
1646,train,1.046876
1647,train,1.043779
1648,train,1.059717
1649,train,1.046851
1650,train,1.044404
1651,train,1.017727
1652,train,1.054701
1653,train,1.051305
1654,train,1.042552
1655,train,1.043703
1656,train,1.095940
1657,train,1.023604
1658,train,1.029644
1659,train,1.029389
1660,train,1.052204
1661,train,1.054718
1662,train,1.051896
1663,train,1.027065
1664,train,1.053435
1665,train,1.049947
1666,train,1.034043
1667,train,1.059797
1668,train,1.029463
1669,train,1.063166
1670,train,1.054996
1671,train,1.037043
1672,train,1.056642
1673,train,1.068162
1674,train,1.060838
1675,train,1.026438
1676,train,1.083536
1677,train,1.053488
1678,train,1.040053
1679,train,1.063333
1680,train,1.026151
1681,train,1.055588
1682,train,1.066660
1683,train,1.048351
1684,train,1.059019
1685,train,1.041304
1686,train,1.033314
1687,train,1.079889
1688,train,1.055509
1689,train,1.047370
1690,train,1.023902
1691,train,1.034031
1692,train,1.052857
1693,train,1.058244
1694,train,1.053616
1695,train,1.053352
1696,train,1.041261
1697,train,1.021688
1698,train,1.071995
1699,train,1.047358
1700,train,1.048520
1700,val,1.045373
1701,train,1.071583
1702,train,1.027141
1703,train,1.053892
1704,train,1.051077
1705,train,1.041441
1706,train,1.044738
1707,train,1.023357
1708,train,1.030920
1709,train,1.039946
1710,train,1.036119
1711,train,1.042184
1712,train,1.033535
1713,train,1.084854
1714,train,1.059285
1715,train,1.036033
1716,train,1.037493
1717,train,1.041200
1718,train,1.059481
1719,train,1.049301
1720,train,1.055170
1721,train,1.031578
1722,train,1.031360
1723,train,1.034266
1724,train,1.056826
1725,train,1.081617
1726,train,1.045927
1727,train,1.042624
1728,train,1.038273
1729,train,1.035989
1730,train,1.040451
1731,train,1.074782
1732,train,1.028161
1733,train,1.050578
1734,train,1.060251
1735,train,1.046765
1736,train,1.042092
1737,train,1.047298
1738,train,1.052957
1739,train,1.044451
1740,train,1.035365
1741,train,1.044930
1742,train,1.036796
1743,train,1.044384
1744,train,1.049722
1745,train,1.041376
1746,train,1.064703
1747,train,1.052245
1748,train,1.044092
1749,train,1.062543
1750,train,1.029557
1751,train,1.044963
1752,train,1.053068
1753,train,1.031504
1754,train,1.044044
1755,train,1.050245
1756,train,1.033422
1757,train,1.051869
1758,train,1.072211
1759,train,1.055181
1760,train,1.024018
1761,train,1.052577
1762,train,1.025930
1763,train,1.033085
1764,train,1.047639
1765,train,1.048066
1766,train,1.010768
1767,train,1.066597
1768,train,1.049356
1769,train,1.043236
1770,train,1.057569
1771,train,1.005834
1772,train,1.032492
1773,train,1.041837
1774,train,1.025364
1775,train,1.034180
1776,train,1.023212
1777,train,1.014879
1778,train,1.031720
1779,train,1.038305
1780,train,1.034905
1781,train,1.053131
1782,train,1.026939
1783,train,1.069719
1784,train,1.050412
1785,train,1.052607
1786,train,1.050253
1787,train,1.047047
1788,train,1.049717
1789,train,1.047416
1790,train,1.040823
1791,train,1.032449
1792,train,1.044544
1793,train,1.047039
1794,train,1.053218
1795,train,1.035819
1796,train,1.023952
1797,train,1.053423
1798,train,1.030187
1799,train,1.003538
1800,train,1.048743
1800,val,1.037562
1801,train,1.037386
1802,train,1.060786
1803,train,1.041927
1804,train,1.067234
1805,train,1.046597
1806,train,1.063349
1807,train,1.030238
1808,train,1.041016
1809,train,1.036439
1810,train,1.036732
1811,train,1.021911
1812,train,1.044694
1813,train,1.060100
1814,train,1.047539
1815,train,1.051753
1816,train,1.045866
1817,train,1.027507
1818,train,1.031843
1819,train,1.024111
1820,train,1.039300
1821,train,1.031295
1822,train,1.018242
1823,train,1.037012
1824,train,1.047401
1825,train,1.057284
1826,train,1.025689
1827,train,1.039187
1828,train,1.054884
1829,train,1.045154
1830,train,1.051726
1831,train,1.055329
1832,train,1.057313
1833,train,1.044489
1834,train,1.036160
1835,train,1.043414
1836,train,1.038448
1837,train,1.026918
1838,train,1.056058
1839,train,1.039850
1840,train,1.056244
1841,train,1.050205
1842,train,1.052103
1843,train,1.039336
1844,train,1.016456
1845,train,1.046713
1846,train,1.042396
1847,train,1.041306
1848,train,1.034510
1849,train,1.035894
1850,train,1.051482
1851,train,1.024772
1852,train,1.047374
1853,train,1.035791
1854,train,1.011563
1855,train,1.035051
1856,train,1.025850
1857,train,1.050297
1858,train,1.011027
1859,train,1.042102
1860,train,1.048387
1861,train,1.050531
1862,train,1.026397
1863,train,1.037609
1864,train,1.062824
1865,train,1.034016
1866,train,1.041263
1867,train,1.039701
1868,train,1.015280
1869,train,1.047904
1870,train,1.013234
1871,train,1.022723
1872,train,1.020845
1873,train,1.075289
1874,train,1.037098
1875,train,1.041120
1876,train,1.038485
1877,train,1.049059
1878,train,1.072123
1879,train,1.062837
1880,train,1.034993
1881,train,1.021349
1882,train,1.067279
1883,train,1.028165
1884,train,1.030684
1885,train,1.025685
1886,train,1.061614
1887,train,1.031379
1888,train,1.009838
1889,train,1.024472
1890,train,1.022044
1891,train,1.042186
1892,train,1.042868
1893,train,1.046822
1894,train,1.027568
1895,train,1.019740
1896,train,1.015326
1897,train,1.043391
1898,train,1.040160
1899,train,1.031485
1900,train,1.042404
1900,val,1.034046
1901,train,1.023539
1902,train,1.046159
1903,train,1.047683
1904,train,1.027645
1905,train,1.054103
1906,train,1.033977
1907,train,1.069500
1908,train,1.024012
1909,train,1.035096
1910,train,1.032853
1911,train,1.039793
1912,train,1.025891
1913,train,1.047462
1914,train,1.033892
1915,train,1.027692
1916,train,1.033954
1917,train,1.018960
1918,train,1.050817
1919,train,1.045065
1920,train,1.035524
1921,train,1.040718
1922,train,1.031527
1923,train,1.027743
1924,train,1.023022
1925,train,1.050024
1926,train,1.057556
1927,train,1.040240
1928,train,1.016962
1929,train,1.029801
1930,train,1.042521
1931,train,1.045162
1932,train,1.030642
1933,train,1.048577
1934,train,1.045676
1935,train,1.019763
1936,train,1.059454
1937,train,1.027490
1938,train,1.038275
1939,train,1.034199
1940,train,1.045297
1941,train,1.030578
1942,train,1.035125
1943,train,1.052847
1944,train,1.027688
1945,train,1.038963
1946,train,1.035593
1947,train,1.040470
1948,train,1.028566
1949,train,1.038738
1950,train,1.030181
1951,train,1.039533
1952,train,1.067217
1953,train,1.027120
1954,train,1.047943
1955,train,1.032932
1956,train,1.037379
1957,train,1.027622
1958,train,1.078056
1959,train,1.047803
1960,train,1.027592
1961,train,1.028663
1962,train,1.046930
1963,train,1.036110
1964,train,1.044547
1965,train,1.044119
1966,train,1.067063
1967,train,1.025319
1968,train,1.011633
1969,train,1.065032
1970,train,1.004370
1971,train,1.040798
1972,train,1.041177
1973,train,1.032832
1974,train,1.023810
1975,train,1.027346
1976,train,1.039437
1977,train,1.056028
1978,train,1.038760
1979,train,1.033250
1980,train,1.034027
1981,train,1.047883
1982,train,1.030430
1983,train,1.045032
1984,train,1.035857
1985,train,1.036993
1986,train,1.041212
1987,train,1.035984
1988,train,1.028985
1989,train,1.033833
1990,train,1.022184
1991,train,1.055351
1992,train,1.043447
1993,train,1.026100
1994,train,1.041409
1995,train,1.028582
1996,train,1.017040
1997,train,1.036606
1998,train,1.027728
1999,train,1.033721
2000,train,1.012753
2000,val,1.026049
2001,train,1.023950
2002,train,1.036023
2003,train,1.026461
2004,train,1.027375
2005,train,1.027114
2006,train,1.018728
2007,train,1.024435
2008,train,1.019402
2009,train,1.052901
2010,train,1.028405
2011,train,1.042278
2012,train,1.032677
2013,train,1.038214
2014,train,1.024815
2015,train,1.033521
2016,train,1.045348
2017,train,1.032596
2018,train,1.045508
2019,train,1.033670
2020,train,1.006907
2021,train,1.033025
2022,train,1.024490
2023,train,1.034853
2024,train,1.022915
2025,train,1.023035
2026,train,1.021258
2027,train,1.028204
2028,train,1.012271
2029,train,1.025992
2030,train,1.028944
2031,train,1.044812
2032,train,1.027477
2033,train,1.018654
2034,train,1.041573
2035,train,1.009968
2036,train,1.022311
2037,train,1.027616
2038,train,1.042305
2039,train,1.025992
2040,train,1.010855
2041,train,1.017009
2042,train,1.044973
2043,train,1.043898
2044,train,1.030746
2045,train,1.034890
2046,train,1.015025
2047,train,1.012686
2048,train,1.036782
2049,train,1.000172
2050,train,1.064320
2051,train,1.032103
2052,train,1.025756
2053,train,1.050264
2054,train,0.998337
2055,train,1.032089
2056,train,1.016028
2057,train,1.028423
2058,train,1.023010
2059,train,1.011584
2060,train,0.998254
2061,train,0.995727
2062,train,1.036442
2063,train,1.047362
2064,train,1.010407
2065,train,1.024771
2066,train,1.037941
2067,train,1.027390
2068,train,1.050472
2069,train,1.028662
2070,train,1.028759
2071,train,1.020018
2072,train,1.010534
2073,train,1.021662
2074,train,1.032165
2075,train,1.022122
2076,train,1.034578
2077,train,1.031359
2078,train,1.050319
2079,train,1.038881
2080,train,1.035463
2081,train,1.003287
2082,train,1.030779
2083,train,0.988196
2084,train,1.037836
2085,train,1.012803
2086,train,1.005966
2087,train,1.031117
2088,train,1.028966
2089,train,1.032194
2090,train,1.024050
2091,train,1.053500
2092,train,1.001062
2093,train,1.053695
2094,train,1.000038
2095,train,1.036650
2096,train,1.000704
2097,train,1.014287
2098,train,1.026509
2099,train,1.017064
2100,train,1.032538
2100,val,1.022667
2101,train,1.038085
2102,train,1.020068
2103,train,1.032870
2104,train,1.030673
2105,train,1.023039
2106,train,1.002346
2107,train,1.011797
2108,train,1.027056
2109,train,1.038663
2110,train,1.004293
2111,train,1.022901
2112,train,1.022849
2113,train,1.036503
2114,train,1.025304
2115,train,1.042203
2116,train,1.042338
2117,train,1.027788
2118,train,1.018027
2119,train,1.034261
2120,train,1.002777
2121,train,1.029914
2122,train,1.010164
2123,train,1.021952
2124,train,1.039187
2125,train,1.019869
2126,train,1.039844
2127,train,1.054732
2128,train,1.028390
2129,train,1.022125
2130,train,1.031330
2131,train,1.032503
2132,train,1.007253
2133,train,1.003620
2134,train,1.051345
2135,train,1.031077
2136,train,1.011468
2137,train,1.023210
2138,train,1.014576
2139,train,1.020170
2140,train,1.032161
2141,train,1.029755
2142,train,1.023239
2143,train,1.019703
2144,train,1.025417
2145,train,1.034348
2146,train,1.011809
2147,train,1.020581
2148,train,1.029312
2149,train,1.016501
2150,train,1.051282
2151,train,1.030810
2152,train,1.019303
2153,train,1.028027
2154,train,1.028103
2155,train,1.021771
2156,train,1.032982
2157,train,1.019581
2158,train,1.003119
2159,train,1.020888
2160,train,1.007874
2161,train,1.019564
2162,train,0.999734
2163,train,1.049344
2164,train,1.014647
2165,train,1.017040
2166,train,1.032073
2167,train,1.041447
2168,train,1.026478
2169,train,1.026425
2170,train,1.033557
2171,train,0.990081
2172,train,1.024873
2173,train,1.027109
2174,train,1.006168
2175,train,1.011398
2176,train,1.001443
2177,train,1.036043
2178,train,1.025838
2179,train,1.023215
2180,train,1.020578
2181,train,1.029200
2182,train,1.004959
2183,train,1.041653
2184,train,1.022446
2185,train,1.004868
2186,train,1.063204
2187,train,1.018780
2188,train,1.026086
2189,train,1.027134
2190,train,1.003758
2191,train,1.017462
2192,train,0.995625
2193,train,1.047824
2194,train,1.020382
2195,train,1.023706
2196,train,1.014687
2197,train,1.022495
2198,train,1.021833
2199,train,1.032095
2200,train,1.007822
2200,val,1.020908
2201,train,1.014020
2202,train,0.986684
2203,train,1.021899
2204,train,1.021660
2205,train,1.026541
2206,train,1.044998
2207,train,1.022828
2208,train,1.031073
2209,train,1.046101
2210,train,1.031489
2211,train,1.013378
2212,train,1.012447
2213,train,1.041721
2214,train,1.035610
2215,train,1.013898
2216,train,1.026942
2217,train,1.018989
2218,train,1.015138
2219,train,1.007188
2220,train,1.014720
2221,train,1.059631
2222,train,1.004161
2223,train,1.032840
2224,train,1.010757
2225,train,1.013244
2226,train,1.016098
2227,train,1.001668
2228,train,1.019093
2229,train,1.014313
2230,train,1.029346
2231,train,1.011685
2232,train,1.018533
2233,train,0.994193
2234,train,1.031924
2235,train,1.017944
2236,train,1.031983
2237,train,1.007783
2238,train,1.029472
2239,train,1.019572
2240,train,1.012363
2241,train,1.004411
2242,train,1.020028
2243,train,1.020179
2244,train,1.019668
2245,train,1.018012
2246,train,1.036458
2247,train,1.014775
2248,train,1.009429
2249,train,1.024939
2250,train,1.022911
2251,train,1.017029
2252,train,1.028669
2253,train,1.047892
2254,train,1.013409
2255,train,1.028626
2256,train,1.025113
2257,train,1.026659
2258,train,1.008282
2259,train,1.001459
2260,train,1.001469
2261,train,1.007914
2262,train,1.035091
2263,train,1.015713
2264,train,1.026327
2265,train,1.026480
2266,train,1.026065
2267,train,0.991997
2268,train,1.012714
2269,train,1.007605
2270,train,1.018653
2271,train,1.010256
2272,train,1.041386
2273,train,1.005859
2274,train,1.012604
2275,train,1.042068
2276,train,1.020997
2277,train,1.010127
2278,train,1.026472
2279,train,0.983251
2280,train,1.032321
2281,train,1.027348
2282,train,1.008091
2283,train,1.014107
2284,train,1.027862
2285,train,1.018971
2286,train,1.034912
2287,train,0.998065
2288,train,1.030316
2289,train,0.992546
2290,train,1.000317
2291,train,1.012037
2292,train,1.019182
2293,train,1.032235
2294,train,1.012678
2295,train,1.025648
2296,train,1.011768
2297,train,1.035794
2298,train,1.024218
2299,train,1.012712
2300,train,1.033161
2300,val,1.019313
2301,train,1.004875
2302,train,1.013417
2303,train,1.021402
2304,train,1.033058
2305,train,1.024745
2306,train,0.999823
2307,train,1.040319
2308,train,1.039576
2309,train,1.018580
2310,train,1.007138
2311,train,1.016004
2312,train,1.040462
2313,train,1.022254
2314,train,1.040833
2315,train,1.024188
2316,train,1.032955
2317,train,1.017210
2318,train,1.030308
2319,train,1.009518
2320,train,1.012906
2321,train,1.012477
2322,train,1.050274
2323,train,1.008811
2324,train,1.012194
2325,train,1.023862
2326,train,1.008749
2327,train,0.994759
2328,train,1.010210
2329,train,1.042200
2330,train,1.018582
2331,train,1.043433
2332,train,1.021005
2333,train,1.005409
2334,train,1.013886
2335,train,1.023447
2336,train,1.002520
2337,train,1.008070
2338,train,0.999526
2339,train,1.014011
2340,train,0.996005
2341,train,1.039427
2342,train,1.010149
2343,train,1.010707
2344,train,1.010234
2345,train,1.003545
2346,train,1.015700
2347,train,1.017694
2348,train,0.989459
2349,train,1.000000
2350,train,1.028709
2351,train,1.013327
2352,train,1.015761
2353,train,1.010605
2354,train,1.007457
2355,train,1.022971
2356,train,1.025339
2357,train,1.009991
2358,train,1.028710
2359,train,1.070190
2360,train,1.015023
2361,train,1.012415
2362,train,0.992259
2363,train,1.020113
2364,train,1.043672
2365,train,1.031627
2366,train,1.012133
2367,train,0.992440
2368,train,1.034258
2369,train,1.022519
2370,train,1.004292
2371,train,1.016501
2372,train,1.032657
2373,train,1.003691
2374,train,1.027338
2375,train,0.991040
2376,train,1.008123
2377,train,1.036229
2378,train,1.024728
2379,train,1.016193
2380,train,1.011019
2381,train,1.015422
2382,train,1.025016
2383,train,1.012071
2384,train,1.023701
2385,train,1.024566
2386,train,1.012167
2387,train,1.024773
2388,train,1.017721
2389,train,1.016764
2390,train,0.998267
2391,train,1.003009
2392,train,1.014212
2393,train,1.003827
2394,train,1.014385
2395,train,1.013607
2396,train,1.018006
2397,train,1.007654
2398,train,1.004259
2399,train,1.031959
2400,train,1.015717
2400,val,1.014075
2401,train,1.023910
2402,train,1.011919
2403,train,1.035453
2404,train,1.025452
2405,train,1.031815
2406,train,1.018291
2407,train,1.017463
2408,train,1.010111
2409,train,1.009855
2410,train,1.026350
2411,train,0.982881
2412,train,1.000200
2413,train,1.011600
2414,train,1.009217
2415,train,1.012957
2416,train,1.021909
2417,train,1.008615
2418,train,0.996104
2419,train,1.010093
2420,train,1.013310
2421,train,1.005825
2422,train,0.996773
2423,train,1.014011
2424,train,1.033445
2425,train,1.015564
2426,train,1.011498
2427,train,0.989968
2428,train,1.010726
2429,train,0.991421
2430,train,1.009465
2431,train,0.975948
2432,train,1.016506
2433,train,1.003803
2434,train,1.026850
2435,train,1.004259
2436,train,0.995630
2437,train,1.012628
2438,train,1.008247
2439,train,1.016882
2440,train,1.016786
2441,train,1.029706
2442,train,1.013372
2443,train,1.009259
2444,train,1.009573
2445,train,1.001912
2446,train,1.021127
2447,train,1.017177
2448,train,0.988595
2449,train,1.001690
2450,train,1.007831
2451,train,1.013673
2452,train,1.001404
2453,train,1.021084
2454,train,1.015464
2455,train,1.009081
2456,train,1.008476
2457,train,1.021628
2458,train,0.987147
2459,train,0.991931
2460,train,1.027790
2461,train,1.021370
2462,train,1.031948
2463,train,1.011206
2464,train,1.032223
2465,train,1.018264
2466,train,1.007807
2467,train,1.022342
2468,train,1.017786
2469,train,1.035317
2470,train,1.031524
2471,train,1.014590
2472,train,1.014431
2473,train,1.005637
2474,train,0.999135
2475,train,1.012636
2476,train,1.011151
2477,train,1.033998
2478,train,0.981066
2479,train,1.017074
2480,train,0.988785
2481,train,1.031892
2482,train,1.009033
2483,train,1.019640
2484,train,1.023019
2485,train,1.006351
2486,train,1.016433
2487,train,1.002365
2488,train,1.028234
2489,train,1.025873
2490,train,1.031099
2491,train,1.031466
2492,train,0.993957
2493,train,1.006482
2494,train,0.999986
2495,train,1.015340
2496,train,1.022536
2497,train,0.999081
2498,train,1.008958
2499,train,1.015027
2500,train,1.037746
2500,val,1.010381
2501,train,1.008914
2502,train,1.015039
2503,train,1.015631
2504,train,1.008512
2505,train,1.028311
2506,train,1.017263
2507,train,0.998653
2508,train,1.014309
2509,train,1.021236
2510,train,1.006758
2511,train,1.003609
2512,train,1.025140
2513,train,1.034573
2514,train,1.020461
2515,train,0.996242
2516,train,1.006111
2517,train,1.006175
2518,train,0.999599
2519,train,0.990146
2520,train,1.014141
2521,train,1.020081
2522,train,1.023973
2523,train,1.007946
2524,train,0.993520
2525,train,0.991239
2526,train,1.008642
2527,train,1.003884
2528,train,1.022422
2529,train,0.988554
2530,train,1.001783
2531,train,1.012191
2532,train,0.999929
2533,train,0.980572
2534,train,1.015669
2535,train,1.004628
2536,train,1.018731
2537,train,1.016132
2538,train,1.033329
2539,train,1.024447
2540,train,1.002142
2541,train,1.025725
2542,train,1.044463
2543,train,1.000360
2544,train,1.027411
2545,train,1.004455
2546,train,1.005358
2547,train,0.996329
2548,train,0.997369
2549,train,1.004342
2550,train,1.020391
2551,train,1.018823
2552,train,1.023917
2553,train,1.008376
2554,train,1.020589
2555,train,1.015447
2556,train,0.982569
2557,train,0.999218
2558,train,1.020845
2559,train,1.013517
2560,train,0.989373
2561,train,1.042915
2562,train,0.993479
2563,train,1.018690
2564,train,0.989863
2565,train,0.995912
2566,train,1.019620
2567,train,1.018918
2568,train,1.014484
2569,train,1.014661
2570,train,1.001804
2571,train,1.022084
2572,train,0.989199
2573,train,1.037063
2574,train,1.010594
2575,train,1.033484
2576,train,1.008741
2577,train,1.023908
2578,train,1.028477
2579,train,1.005451
2580,train,1.025763
2581,train,1.000369
2582,train,1.001536
2583,train,1.022590
2584,train,1.007219
2585,train,0.992448
2586,train,1.014574
2587,train,0.996272
2588,train,1.001722
2589,train,0.997586
2590,train,1.024107
2591,train,1.001485
2592,train,1.001352
2593,train,1.020789
2594,train,1.013212
2595,train,1.008631
2596,train,1.016171
2597,train,1.003506
2598,train,1.026883
2599,train,1.013942
2600,train,1.022557
2600,val,1.007569
2601,train,0.997669
2602,train,1.025521
2603,train,0.979979
2604,train,1.003145
2605,train,1.030959
2606,train,0.993279
2607,train,1.008289
2608,train,1.011772
2609,train,1.014735
2610,train,1.032671
2611,train,1.003960
2612,train,1.019070
2613,train,1.003306
2614,train,1.006454
2615,train,1.005487
2616,train,1.024410
2617,train,1.021824
2618,train,0.999795
2619,train,1.020437
2620,train,1.000710
2621,train,1.016140
2622,train,1.015023
2623,train,1.008245
2624,train,1.003645
2625,train,1.019572
2626,train,1.006540
2627,train,1.025363
2628,train,1.025089
2629,train,0.996164
2630,train,1.018301
2631,train,1.014531
2632,train,1.027419
2633,train,0.995036
2634,train,1.036611
2635,train,1.007306
2636,train,1.015882
2637,train,1.007772
2638,train,1.049385
2639,train,0.990384
2640,train,1.010364
2641,train,1.024566
2642,train,0.994565
2643,train,1.006009
2644,train,1.015927
2645,train,0.998878
2646,train,1.013320
2647,train,0.999780
2648,train,1.025979
2649,train,1.041851
2650,train,0.987140
2651,train,1.006949
2652,train,1.023657
2653,train,1.022177
2654,train,1.015315
2655,train,1.009122
2656,train,1.015458
2657,train,0.987374
2658,train,1.036675
2659,train,1.003813
2660,train,0.990462
2661,train,1.005905
2662,train,1.003331
2663,train,1.000355
2664,train,1.008204
2665,train,1.003833
2666,train,1.017336
2667,train,0.991727
2668,train,1.017130
2669,train,0.993930
2670,train,0.995092
2671,train,1.000338
2672,train,0.999864
2673,train,0.997206
2674,train,1.034915
2675,train,0.977844
2676,train,1.014999
2677,train,1.005663
2678,train,1.025360
2679,train,1.019658
2680,train,1.004997
2681,train,1.002848
2682,train,0.990587
2683,train,0.978920
2684,train,1.023120
2685,train,0.998759
2686,train,1.000740
2687,train,0.998431
2688,train,1.003459
2689,train,1.011335
2690,train,1.013386
2691,train,1.022864
2692,train,0.981979
2693,train,1.005976
2694,train,1.001538
2695,train,0.998295
2696,train,0.993270
2697,train,0.987399
2698,train,0.994337
2699,train,0.987724
2700,train,1.006389
2700,val,1.006858
2701,train,1.000086
2702,train,1.000648
2703,train,0.986409
2704,train,0.988938
2705,train,1.020427
2706,train,1.011864
2707,train,1.034486
2708,train,1.012658
2709,train,1.014004
2710,train,0.996729
2711,train,1.001693
2712,train,1.021385
2713,train,1.002447
2714,train,0.985363
2715,train,1.022197
2716,train,0.994088
2717,train,1.028677
2718,train,1.004740
2719,train,0.996271
2720,train,1.005137
2721,train,1.026830
2722,train,0.995976
2723,train,1.000193
2724,train,1.032036
2725,train,1.000960
2726,train,1.001002
2727,train,1.010756
2728,train,1.003420
2729,train,0.997298
2730,train,0.998288
2731,train,1.006820
2732,train,1.003490
2733,train,0.989471
2734,train,1.002063
2735,train,1.012864
2736,train,1.016945
2737,train,1.016237
2738,train,1.022689
2739,train,1.003666
2740,train,1.013465
2741,train,1.041052
2742,train,0.996461
2743,train,0.997298
2744,train,0.996529
2745,train,0.993934
2746,train,0.996462
2747,train,0.979823
2748,train,1.005537
2749,train,0.972990
2750,train,1.001523
2751,train,1.009314
2752,train,0.998792
2753,train,0.997166
2754,train,1.015188
2755,train,1.013938
2756,train,0.997015
2757,train,1.016155
2758,train,1.026872
2759,train,1.043587
2760,train,1.007336
2761,train,1.025277
2762,train,1.012458
2763,train,1.005116
2764,train,1.022006
2765,train,1.010463
2766,train,1.009785
2767,train,0.994589
2768,train,0.995236
2769,train,1.008775
2770,train,0.997402
2771,train,0.995793
2772,train,0.982429
2773,train,1.009428
2774,train,0.985310
2775,train,1.016327
2776,train,1.017841
2777,train,1.014340
2778,train,0.984583
2779,train,1.015815
2780,train,1.006147
2781,train,1.027880
2782,train,0.994224
2783,train,0.995855
2784,train,1.006371
2785,train,0.991503
2786,train,1.007412
2787,train,0.990229
2788,train,0.999388
2789,train,1.006094
2790,train,0.985226
2791,train,0.986772
2792,train,1.015262
2793,train,1.007379
2794,train,0.993395
2795,train,0.987589
2796,train,1.001645
2797,train,1.010742
2798,train,1.016421
2799,train,1.017263
2800,train,1.008663
2800,val,1.005166
2801,train,1.016590
2802,train,1.005848
2803,train,1.001777
2804,train,0.973887
2805,train,1.010852
2806,train,1.006911
2807,train,0.991493
2808,train,0.984438
2809,train,0.994189
2810,train,1.007869
2811,train,0.999479
2812,train,1.013601
2813,train,1.002798
2814,train,0.998554
2815,train,1.008320
2816,train,0.995659
2817,train,1.023627
2818,train,0.974363
2819,train,0.996106
2820,train,1.002326
2821,train,0.996845
2822,train,0.990082
2823,train,1.013024
2824,train,1.012213
2825,train,0.992042
2826,train,1.009697
2827,train,1.030395
2828,train,0.992945
2829,train,0.989121
2830,train,0.989778
2831,train,0.977787
2832,train,1.014750
2833,train,0.981204
2834,train,1.000941
2835,train,1.020054
2836,train,1.000327
2837,train,0.998015
2838,train,1.001555
2839,train,0.999651
2840,train,1.003219
2841,train,0.991620
2842,train,1.000709
2843,train,1.016985
2844,train,0.990746
2845,train,1.002875
2846,train,1.000622
2847,train,1.013221
2848,train,1.010440
2849,train,0.989883
2850,train,1.006919
2851,train,0.975159
2852,train,1.001163
2853,train,1.023092
2854,train,0.994970
2855,train,1.007064
2856,train,0.996709
2857,train,0.986785
2858,train,0.983070
2859,train,0.991635
2860,train,1.004584
2861,train,0.980979
2862,train,0.993897
2863,train,0.997048
2864,train,1.002455
2865,train,1.026572
2866,train,1.006577
2867,train,0.997624
